sample,strategy,imputation,upstream,mean_gain,std_gain,prob_positive,n_runs,mean_rmse,mean_best,profile
20,LH,Pseudo-Feature,2,-0.085488316782184,0.1514939519611651,0.275,120,1.0563874006271363,0.9946902841329575,Unstable
20,LH,Pseudo-Feature,3,-0.0769919912646619,0.1531163391253156,0.3,120,1.0481188535690307,0.9946902841329575,Unstable
20,LH,Pseudo-Feature,4,-0.13259278938059413,0.15940537038607575,0.15833333333333333,120,1.1022290468215943,0.9946902841329575,Consistent Negative
20,LH-E2E,Gaussian,2,-0.2619553279535845,0.18131250201840934,0.08333333333333333,120,1.2281234979629516,0.9946902841329575,Consistent Negative
20,LH-E2E,Gaussian,3,-0.5394400330385853,0.22325123458606994,0.0,120,1.4981691002845765,0.9946902841329575,Consistent Negative
20,LH-E2E,Gaussian,4,-0.5282424013554,0.21969849922535503,0.0,120,1.4872716665267944,0.9946902841329575,Consistent Negative
20,LH-E2E,Ground Truth,2,0.06544991366579891,0.13819397593691693,0.6833333333333333,120,0.9094956815242767,0.9946902841329575,Unstable
20,LH-E2E,Ground Truth,3,0.1980954419438324,0.11743612635164206,0.9666666666666667,120,0.780406254529953,0.9946902841329575,Consistent Positive
20,LH-E2E,Ground Truth,4,0.09836200366481028,0.13364972427983196,0.7833333333333333,120,0.8774659335613251,0.9946902841329575,Unstable
20,LH-E2E,Mean,2,-0.14664442727370536,0.16063952349214727,0.125,120,1.1159039735794067,0.9946902841329575,Consistent Negative
20,LH-E2E,Mean,3,-0.1290409760616097,0.17298513247458916,0.20833333333333334,120,1.0987724542617798,0.9946902841329575,Unstable
20,LH-E2E,Mean,4,-0.19368544838572996,0.17089287554124552,0.09166666666666666,120,1.1616838693618774,0.9946902841329575,Consistent Negative
20,LH-E2E,Pseudo-Feature,2,0.21975815912481445,0.11065145914262091,1.0,120,0.7593242943286895,0.9946902841329575,Consistent Positive
20,LH-E2E,Pseudo-Feature,3,-0.11947424969233977,0.18760525206349465,0.24166666666666667,120,1.0894622027873992,0.9946902841329575,Unstable
20,LH-E2E,Pseudo-Feature,4,-0.10341101594098276,0.17656327634290506,0.25833333333333336,120,1.073829609155655,0.9946902841329575,Unstable
20,MLP,Gaussian,2,-0.290390266374049,0.1843719377172003,0.08333333333333333,120,1.2557961225509644,0.9946902841329575,Consistent Negative
20,MLP,Gaussian,3,-0.7085024762365886,0.23869758074298175,0.0,120,1.6626991391181947,0.9946902841329575,Consistent Negative
20,MLP,Gaussian,4,-0.7184545846403985,0.2405472947899052,0.0,120,1.6723844408988953,0.9946902841329575,Consistent Negative
