sample,strategy,imputation,upstream,best_tl_rmse,best_st_rmse,abs_gain,pct_gain
10,MLP-E2E,Mean,3,0.9083178043365479,0.9013084769248962,-0.007009327411651611,-0.007776835113729526
10,MLP-E2E,Mean,4,0.8518543243408203,0.9013084769248962,0.04945415258407593,0.05486928598830522
10,MLP-E2E,Real,2,0.9435370564460754,0.9013084769248962,-0.0422285795211792,-0.04685252674562163
10,MLP-E2E,Real,3,0.8365737199783325,0.9013084769248962,0.06473475694656372,0.07182308677205297
10,MLP-E2E,Real,4,0.7892367839813232,0.9013084769248962,0.112071692943573,0.12434332507993448
10,MLP-E2E,pseudo,2,0.9062492251396179,0.9013084769248962,-0.00494074821472168,-0.005481750522949292
10,MLP-E2E,pseudo,3,1.1409426927566528,0.9013084769248962,-0.2396342158317566,-0.2658736958176026
10,MLP-E2E,pseudo,4,0.9124358892440796,0.9013084769248962,-0.01112741231918335,-0.012345842299351378
20,LH,Gaussian,2,0.8809746503829956,0.7587091326713562,-0.1222655177116394,-0.16114939500089048
20,LH,Gaussian,3,0.8455731272697449,0.7587091326713562,-0.08686399459838867,-0.11448919072918928
20,LH,Gaussian,4,1.0288867950439453,0.7587091326713562,-0.2701776623725891,-0.35610176645866176
20,LH,Mean,2,0.8583364486694336,0.7587091326713562,-0.09962731599807739,-0.13131160771361394
20,LH,Mean,3,0.7870919704437256,0.7587091326713562,-0.028382837772369385,-0.03740937936575985
20,LH,Mean,4,0.8729820251464844,0.7587091326713562,-0.11427289247512817,-0.15061488988907007
20,LH,Real,2,0.9210935831069946,0.7587091326713562,-0.16238445043563843,-0.21402727796869314
20,LH,Real,3,0.8654726147651672,0.7587091326713562,-0.10676348209381104,-0.14071727556238195
20,LH,Real,4,0.8855934739112854,0.7587091326713562,-0.1268843412399292,-0.16723713446440172
20,LH,pseudo,2,0.935303807258606,0.7587091326713562,-0.17659467458724976,-0.23275675352090933
20,LH,pseudo,3,0.9236839413642883,0.7587091326713562,-0.16497480869293213,-0.21744144308909077
20,LH,pseudo,4,0.9411530494689941,0.7587091326713562,-0.18244391679763794,-0.24046621945259444
20,LH-E2E,Gaussian,2,0.7220240831375122,0.7587091326713562,0.036685049533843994,0.048351928234577554
20,LH-E2E,Gaussian,3,0.8557997941970825,0.7587091326713562,-0.09709066152572632,-0.12796822569391988
20,LH-E2E,Gaussian,4,1.0283457040786743,0.7587091326713562,-0.2696365714073181,-0.35538859333081785
20,LH-E2E,Mean,2,0.625019371509552,0.7587091326713562,0.1336897611618042,0.1762068695431316
20,LH-E2E,Mean,3,0.6841860413551331,0.7587091326713562,0.07452309131622314,0.0982235327177796
20,LH-E2E,Mean,4,0.7005908489227295,0.7587091326713562,0.05811828374862671,0.07660153442992933
20,LH-E2E,Real,2,0.6554240584373474,0.7587091326713562,0.10328507423400879,0.13613263606087095
20,LH-E2E,Real,3,0.5914204120635986,0.7587091326713562,0.16728872060775757,0.2204912441461551
20,LH-E2E,Real,4,0.6823335289955139,0.7587091326713562,0.07637560367584229,0.10066519616935371
20,LH-E2E,pseudo,2,0.6631997227668762,0.7587091326713562,0.09550940990447998,0.12588409153346913
20,LH-E2E,pseudo,3,0.7731491327285767,0.7587091326713562,-0.014440000057220459,-0.01903232666565952
20,LH-E2E,pseudo,4,0.8090142607688904,0.7587091326713562,-0.05030512809753418,-0.06630357528505518
20,MLP,Gaussian,2,0.8313086032867432,0.7587091326713562,-0.07259947061538696,-0.09568814647026831
